,naive_bayes,decision_tree,knn,random_forest,svm
2225,False,True,True,True,False
2226,False,False,False,False,False
2227,False,True,False,True,False
2228,False,False,False,False,False
2229,False,False,False,False,False
2230,False,False,False,False,False
2231,False,False,False,False,False
2232,False,False,False,False,False
2233,False,False,False,False,False
2234,False,False,False,False,False
2235,False,False,True,False,False
2236,False,False,True,False,False
2237,False,False,False,False,False
2238,False,False,True,False,False
2239,False,True,False,True,False
2240,False,False,False,False,False
2241,False,False,False,False,False
2242,False,False,False,False,False
2243,False,False,False,False,False
2244,False,True,True,True,False
2245,False,True,False,False,False
2246,False,False,False,False,False
2247,False,False,False,False,False
2248,False,False,True,False,False
2249,False,False,False,False,False
2250,False,True,False,True,False
2251,False,False,True,False,False
2252,False,False,False,False,False
2253,False,False,True,True,False
2254,False,False,False,False,False
2255,False,False,False,False,False
2256,False,False,False,False,False
2257,False,False,False,False,False
2258,False,False,False,False,False
2259,False,True,True,True,False
2260,False,False,False,False,False
2261,False,False,True,False,False
2262,False,True,True,True,False
2263,False,False,False,False,False
2264,False,False,False,False,False
2265,False,False,False,False,False
2266,False,False,False,False,False
2267,False,False,False,False,False
2268,False,False,False,False,False
2269,False,False,False,False,False
2270,False,True,False,True,False
2271,False,True,False,True,False
2272,False,True,False,True,False
2273,False,False,False,False,False
2274,False,True,False,False,False
2275,False,False,True,False,False
2276,False,False,True,False,False
2277,False,False,False,False,False
2278,False,False,True,False,False
2279,False,True,False,False,False
2280,False,False,False,False,False
2281,False,False,False,False,False
2282,False,False,False,False,False
2283,False,True,True,True,False
2284,False,False,False,False,False
2285,False,False,False,False,False
2286,False,False,False,False,False
2287,False,True,False,True,False
2288,False,True,False,True,False
2289,False,False,False,False,False
2290,False,False,False,False,False
2291,False,True,False,False,False
2292,False,False,False,False,False
2293,False,False,False,False,False
2294,False,False,False,False,False
2295,False,False,False,False,False
2296,False,False,False,False,False
2297,False,False,False,False,False
2298,False,True,False,True,False
2299,False,False,False,False,False
2300,False,False,False,False,False
2301,False,False,False,False,False
2302,False,True,False,True,False
2303,False,True,False,True,False
2304,False,False,False,False,False
2305,False,False,False,False,False
2306,False,False,False,False,False
2307,False,False,False,False,False
2308,False,False,False,False,False
2309,False,False,False,False,False
2310,False,False,False,False,False
2311,False,True,True,True,False
2312,False,False,False,False,False
2313,False,False,False,False,False
2314,False,False,False,False,False
2315,False,False,False,False,False
2316,False,False,False,False,False
2317,False,False,False,False,False
2318,False,False,False,False,False
2319,False,True,False,True,False
2320,False,False,False,False,False
2321,False,False,False,False,False
2322,False,False,False,False,False
2323,False,False,False,False,False
2324,False,False,False,False,False
2325,False,False,False,False,False
2326,False,False,False,False,False
2327,False,False,False,False,False
2328,False,False,False,False,False
2329,False,False,False,False,False
2330,False,False,False,False,False
2331,False,False,False,False,False
2332,False,False,False,False,False
2333,False,False,False,False,False
2334,False,False,False,False,False
2335,False,False,False,False,False
2336,False,False,False,False,False
2337,False,False,False,False,False
2338,False,False,False,False,False
2339,False,False,False,False,False
2340,False,False,False,False,False
2341,False,False,False,False,False
2342,False,True,False,False,False
2343,False,False,False,False,False
2344,False,False,False,False,False
2345,False,False,False,False,False
2346,False,False,False,False,False
2347,False,False,False,False,False
2348,False,False,False,False,False
2349,False,False,False,False,False
2350,False,False,False,False,False
2351,False,False,False,False,False
2352,False,False,False,False,False
2353,False,False,False,False,False
2354,False,False,False,False,False
2355,False,False,False,False,False
2356,False,False,False,False,False
2357,False,False,False,False,False
2358,False,False,False,False,False
2359,False,False,False,False,False
2360,False,False,False,False,False
2361,False,False,False,False,False
2362,False,False,False,False,False
2363,False,True,False,True,False
2364,False,False,False,False,False
2365,False,False,False,False,False
2366,False,False,False,False,False
2367,False,False,False,False,False
2368,False,False,False,False,False
2369,False,False,False,False,False
2370,False,False,False,False,False
2371,False,False,False,False,False
2372,False,False,False,False,False
2373,False,False,False,False,False
2374,False,False,False,False,False
2375,False,False,False,False,False
2376,False,False,False,False,False
2377,False,False,False,False,False
2378,False,True,False,False,False
2379,False,True,True,True,False
2380,False,False,False,False,False
2381,False,False,False,False,False
2382,False,False,True,False,False
2383,False,False,False,False,False
2384,False,False,False,False,False
2385,False,True,False,False,False
2386,False,False,False,False,False
2387,False,False,False,False,False
2388,False,False,False,False,False
2389,False,False,False,False,False
2390,False,False,False,False,False
2391,False,False,False,False,False
2392,False,False,False,False,False
2393,False,True,False,True,False
2394,False,False,False,False,False
2395,False,True,False,True,False
2396,False,False,False,False,False
2397,False,False,False,False,False
2398,False,False,False,False,False
2399,False,False,False,False,False
2400,False,False,False,False,False
2401,False,False,False,False,False
2402,False,True,False,True,False
2403,False,True,False,True,False
2404,False,False,False,False,False
2405,False,False,False,False,False
2406,False,False,False,False,False
2407,False,False,False,False,False
2408,False,False,False,False,False
2409,False,False,False,False,False
2410,False,False,False,False,False
2411,False,False,False,False,False
2412,False,False,False,False,False
2413,False,False,True,False,False
2414,False,False,False,False,False
2415,False,False,False,False,False
2416,False,False,False,False,False
2417,False,False,False,False,False
2418,False,False,False,False,False
2419,False,False,False,False,False
2420,False,False,False,False,False
2421,False,False,False,False,False
2422,False,False,False,False,False
2423,False,False,False,False,False
2424,False,False,False,False,False
2425,False,True,False,True,False
2426,False,False,False,False,False
2427,False,False,True,False,False
2428,False,False,False,False,False
2429,False,False,False,False,False
2430,False,False,False,False,False
2431,False,False,False,False,False
2432,False,False,False,False,False
2433,False,False,False,False,False
2434,False,False,False,False,False
2435,False,False,False,False,False
2436,False,False,False,False,False
2437,False,False,False,False,False
2438,False,False,False,False,False
2439,False,False,False,False,False
2440,False,True,False,True,False
2441,False,False,False,False,False
2442,False,False,False,False,False
2443,False,False,False,False,False
2444,False,False,False,False,False
2445,False,False,False,False,False
2446,False,False,False,False,False
2447,False,False,False,False,False
2448,False,False,False,False,False
2449,False,False,False,False,False
2450,False,False,False,False,False
2451,False,False,False,False,False
2452,False,False,False,False,False
2453,False,False,False,False,False
2454,False,False,False,False,False
2455,False,False,False,False,False
2456,False,False,False,False,False
2457,False,False,False,False,False
2458,False,False,False,False,False
2459,False,False,False,False,False
2460,False,False,False,False,False
2461,False,True,False,False,False
2462,False,False,False,False,False
2463,False,False,False,False,False
2464,False,False,False,False,False
2465,False,False,False,False,False
2466,False,False,False,False,False
2467,False,True,False,False,False
2468,False,False,False,False,False
2469,False,False,False,False,False
2470,False,False,False,False,False
2471,False,False,False,False,False
2472,False,False,False,False,False
2473,False,False,True,False,False
2474,False,False,False,False,False
2475,False,False,False,False,False
2476,False,False,False,False,False
2477,False,False,False,False,False
2478,False,False,False,False,False
2479,False,False,False,True,False
2480,False,False,False,False,False
2481,False,True,True,True,False
2482,False,False,False,False,False
2483,False,False,False,False,False
2484,False,False,False,False,False
2485,False,False,False,False,False
2486,False,False,False,False,False
2487,False,True,False,True,False
2488,False,False,False,False,False
2489,False,True,False,True,False
2490,False,False,False,False,False
2491,False,False,False,False,False
2492,False,False,False,False,False
2493,False,False,False,False,False
2494,False,False,False,True,False
2495,False,False,False,False,False
2496,False,False,False,False,False
2497,False,False,False,False,False
2498,False,False,False,False,False
2499,False,False,False,False,False
2500,False,False,False,False,False
2501,False,False,False,False,False
2502,False,True,False,True,False
2503,False,False,False,False,False
2504,False,True,False,True,False
2505,False,False,False,False,False
2506,False,False,False,False,False
2507,False,False,False,False,False
2508,False,True,False,True,False
2509,False,True,True,True,False
2510,False,False,False,False,False
2511,False,True,True,True,False
2512,False,False,False,False,False
2513,False,False,False,False,False
2514,False,False,False,False,False
2515,False,False,True,False,False
2516,False,False,True,False,False
2517,False,False,False,False,False
2518,False,True,True,True,False
2519,False,False,True,False,False
2520,False,False,True,True,False
2521,False,True,False,True,False
2522,False,False,True,False,False
2523,False,False,False,False,False
2524,False,False,False,False,False
2525,False,False,False,False,False
2526,False,False,False,False,False
2527,False,False,False,False,False
2528,False,False,False,False,False
2529,False,True,False,True,False
2530,False,False,False,False,False
2531,False,False,False,False,False
2532,False,True,True,True,False
2533,False,False,False,False,False
2534,False,False,False,False,False
2535,False,False,False,False,False
2536,False,False,True,False,False
2537,False,True,False,True,False
2538,False,False,False,False,False
2539,False,False,False,False,False
2540,False,True,False,True,False
2541,False,False,False,True,False
2542,False,False,False,False,False
2543,False,False,False,False,False
2544,False,False,False,False,False
2545,False,False,False,False,False
2546,False,False,False,False,False
2547,False,True,False,True,False
2548,False,True,True,True,False
2549,False,False,False,False,False
2550,False,False,False,False,False
2551,False,True,False,False,False
2552,False,False,False,False,False
2553,False,True,False,True,False
2554,False,True,True,True,False
2555,False,False,False,False,False
2556,False,False,False,False,False
2557,False,False,False,False,False
2558,False,True,False,True,False
2559,False,False,False,False,False
2560,False,False,True,False,False
2561,False,False,True,False,False
2562,False,True,False,True,False
2563,False,True,True,False,False
2564,False,True,True,True,False
2565,False,False,False,False,False
2566,False,True,True,True,False
2567,False,False,False,False,False
2568,False,False,False,False,False
2569,False,False,False,False,False
2570,False,False,False,False,False
2571,False,False,False,False,False
2572,False,False,False,False,False
2573,False,True,False,True,False
2574,False,False,False,False,False
2575,False,False,False,False,False
2576,False,False,False,False,False
2577,False,True,True,True,False
2578,False,False,True,False,False
2579,False,False,False,False,False
2580,False,False,False,False,False
2581,False,True,False,False,False
2582,False,False,False,False,False
2583,False,False,False,False,False
2584,False,False,False,False,False
2585,False,False,True,False,False
2586,False,False,False,False,False
2587,False,False,False,False,False
2588,False,True,False,True,False
