Price,Day,Shared Room,Person Capacity,Multiple Rooms,Business,Cleanliness Rating,Guest Satisfaction,Bedrooms,City Center (km),Metro Distance (km)
479.460080144354,Weekend,False,2,0,0,9,95,1,4.77431069382823,0.282051508808454
1473.76561291683,Weekend,False,4,0,0,10,99,3,1.05029766028169,0.806464427006232
335.575188058023,Weekend,False,2,1,0,9,96,1,3.14576454277049,0.665479667236393
623.11063201556,Weekend,False,2,1,0,10,98,1,1.75034293712506,1.63559257240187
344.480116232747,Weekend,False,3,1,0,9,85,0,5.21298607558419,3.83273377689937
290.113186323905,Weekend,False,2,1,0,8,82,1,2.21051936314916,1.20608127300476
725.282965809763,Weekend,False,2,0,0,10,100,1,2.64343836642693,1.78553697690544
1106.3201556019,Weekend,False,2,0,0,10,99,1,1.01841692401727,0.860175899479944
438.919222927847,Weekend,False,2,1,0,10,93,1,2.53299574673744,0.34429915217818
349.166920535233,Weekend,False,2,0,1,10,93,1,2.37021582436065,1.85626861405941
737.234316781103,Weekend,False,2,0,0,8,80,1,2.44589201153502,0.626873243765226
307.22002202798,Weekend,False,2,0,0,9,94,1,2.89497558709426,1.76884070635348
1997.51599371968,Weekend,False,6,0,0,9,100,3,1.51227916255202,0.194110391633682
638.81142642889,Weekend,False,2,0,0,9,99,1,4.02663798165762,0.872466206705206
1137.01872378319,Weekend,False,4,0,0,10,97,3,3.19728318922666,0.54123811440405
405.877252595318,Weekend,False,4,0,0,10,90,1,11.1871153436103,0.423894001359766
749.654348182692,Weekend,False,4,0,0,10,97,2,3.76061854316846,2.30488289652242
453.448316265554,Weekend,False,2,0,1,10,94,0,0.830719619255734,0.451423804138422
474.304595411619,Weekend,False,2,0,1,9,91,0,0.744379957398194,0.512056398840896
307.22002202798,Weekend,False,2,1,0,10,99,1,2.23875733441571,0.234258095291329
762.074379584281,Weekend,False,4,0,0,10,100,2,1.28223183669724,1.19756556690964
818.550371429241,Weekend,False,2,0,0,9,90,1,1.34737785916039,0.616777131412164
649.122395894359,Weekend,False,2,0,0,10,100,1,1.59103684940824,1.51388361016265
420.406345933026,Weekend,False,2,0,0,9,94,0,2.13793218380902,0.0577114571692111
206.453729524524,Weekend,False,2,0,0,10,99,0,6.37300541681925,3.65569069046574
651.231457830478,Weekend,False,2,0,0,10,98,1,0.90328019178537,0.974313607058537
897.054343495888,Weekend,False,2,0,0,10,96,1,3.246686510564,0.733237556692158
405.877252595318,Weekend,False,2,0,0,10,98,1,1.48680746461357,1.52579952372513
216.530358774869,Weekend,False,2,0,0,10,94,1,10.8986280781293,0.200327524109933
442.668666369836,Weekend,False,2,0,0,9,88,1,0.816692870905354,0.943060028243709
325.732899022801,Weekend,False,2,1,0,10,95,1,3.25439011235994,0.815046625302888
1352.14304126731,Weekend,False,4,0,0,9,97,2,0.612825000827275,0.626152491659938
583.975816089799,Weekend,False,4,0,0,10,100,2,6.80541998701553,0.417853352166945
688.022871604996,Weekend,False,4,0,0,9,98,3,4.05554576333564,2.14413738742853
298.783774283505,Weekend,False,4,0,0,9,93,1,7.29788018844807,3.02968934272654
405.877252595318,Weekend,False,2,1,0,10,100,1,2.85305013326951,1.15001419830905
282.848639655051,Weekend,False,2,0,0,10,99,1,4.17342605523065,0.357500127196782
645.37295245237,Weekend,False,3,0,0,10,97,2,9.46119572086665,0.519959540803068
303.470578585991,Weekend,False,4,1,0,5,80,0,3.87569393471353,0.533560667946897
497.73861692405,Weekend,False,4,1,0,10,98,1,1.36991858116567,0.149403944626813
654.980901272468,Weekend,False,2,0,0,10,96,1,1.15763217033283,0.442787465546913
436.341480561479,Weekend,False,2,0,0,10,97,1,2.40304331161048,1.51079006813565
325.029878377428,Weekend,False,2,1,0,10,98,1,4.04822151969088,0.124513824002319
582.804115014178,Weekend,False,4,1,0,10,96,2,3.9197214203881,0.196735917753438
491.645771330818,Weekend,False,4,0,0,10,94,2,3.06159116560825,0.45657681001426
626.625735242425,Weekend,False,4,0,0,10,98,2,4.78357796732317,0.461524831641109
442.434326154711,Weekend,False,2,1,0,10,96,1,2.08191793831793,2.00505858957705
262.929721369484,Weekend,True,3,1,0,10,98,1,7.17406396001026,3.00537725637807
491.880111545942,Weekend,False,4,0,0,10,96,1,5.24372248978535,0.473940468796071
480.631781219975,Weekend,False,2,0,1,9,85,1,2.94637322289267,0.880528436650843
768.167225177513,Weekend,False,4,1,0,9,89,3,2.53177918100782,1.95083816317782
2501.11311602184,Weekend,False,4,0,0,9,100,1,1.42926838490215,1.20191845580623
489.302369179575,Weekend,False,2,0,1,8,87,1,1.44350270685875,1.55497810722677
774.260070770745,Weekend,False,2,0,0,10,100,1,1.07240603357129,0.948784086032636
436.107140346355,Weekend,False,2,0,1,9,82,0,1.73169532596042,0.106846620891827
436.107140346355,Weekend,False,2,0,1,8,78,0,1.76355639404324,0.130415699316223
940.172943078762,Weekend,False,4,1,0,10,100,3,4.19307609424405,0.153045290897647
774.260070770745,Weekend,False,2,0,0,9,93,1,0.34551694331068,0.41959327308309
221.217163077356,Weekend,False,2,0,0,10,100,1,9.23018164095367,0.294761871123926
482.740843156094,Weekend,False,4,0,0,10,96,1,2.07462366561752,1.95348792412338
330.419703325288,Weekend,False,2,1,0,9,91,1,2.12312243706602,0.233703248524538
261.992360508987,Weekend,False,2,0,0,10,94,1,4.11086920934252,1.04336870017754
2458.46319686922,Weekend,False,5,0,0,10,100,3,1.16276166764511,0.910295742415667
410.32971668268,Weekend,False,2,0,0,8,91,1,2.03370027677387,1.31254947261902
771.916668619502,Weekend,False,2,0,0,9,96,1,2.67021907609516,0.624269163735385
516.017153703747,Weekend,False,4,0,0,10,96,2,7.0810756503957,3.19578955881161
651.231457830478,Weekend,False,2,1,0,9,97,1,1.24548444188207,0.497014966963869
531.952288332201,Weekend,False,2,0,0,9,93,1,1.21005927992642,0.986948256735941
491.645771330818,Weekend,False,4,0,0,9,96,2,6.32919123388482,4.41190504232825
1652.09851662644,Weekend,False,4,0,0,10,100,3,0.947951362592908,0.815568396232024
307.22002202798,Weekend,False,2,0,0,10,98,1,4.04678490152609,1.21121867539353
354.088065052844,Weekend,False,4,0,0,10,100,2,7.44807018045382,2.46236951295979
473.367234551121,Weekend,False,3,0,0,9,95,2,2.42114056001706,1.39127687249499
436.341480561479,Weekend,False,2,0,0,10,98,1,0.731643315189226,0.306390314882359
460.947203149533,Weekend,False,2,0,0,10,98,1,1.66030534881124,0.0365174105466487
553.042907693389,Weekend,False,4,0,0,9,99,3,8.14997229489589,3.31152485259973
368.851498605676,Weekend,False,2,0,0,10,93,1,6.97888884364392,0.0686994567180189
634.124622126403,Weekend,False,3,0,1,10,92,0,0.501647958589093,0.275124452506179
76.6292503456518,Weekday,False,2,0,0,8,83,1,1.04430747899973,0.986953254407386
86.9402198111218,Weekday,False,2,0,1,10,100,1,2.58389871006103,0.527340232345433
512.267710261758,Weekday,False,2,0,1,10,100,1,1.2372297306871,0.288500072123012
96.0794882009702,Weekday,False,4,0,0,9,100,1,2.62190027292973,0.335425554138142
121.856911864645,Weekday,False,2,1,0,10,98,1,1.07137865646941,0.348658338311477
142.478850795585,Weekday,False,2,0,0,10,99,1,0.869212485356642,0.582192551161189
129.824479178872,Weekday,False,2,1,0,10,90,1,1.07139273498697,0.348680247567711
97.2511892765918,Weekday,False,4,1,0,10,95,1,2.76639669980708,0.388925630364902
180.910646075973,Weekday,False,3,1,0,10,98,1,3.3133626075898,0.34026767708924
486.724626813207,Weekday,False,2,0,1,10,100,0,1.20760992961649,0.195022611211199
535.467391559066,Weekday,False,2,0,1,10,100,0,1.23720965256825,0.288500650776447
156.30492348792,Weekday,False,6,0,0,10,100,2,2.63963012888317,0.609142061109551
272.303329974457,Weekday,False,4,0,0,10,98,2,0.708809809544119,0.677000688703381
92.7987251892297,Weekday,False,4,1,0,2,20,2,2.93791326673677,0.758379135183503
405.642912380194,Weekday,False,2,0,0,10,100,1,1.35166135475476,0.452937729384935
258.477257282122,Weekday,False,4,0,0,10,96,1,1.26793090243791,0.207684423629581
235.511916199939,Weekday,False,3,1,0,10,95,1,0.489868537632409,0.518992857293943
226.138307594966,Weekday,False,3,1,0,10,95,1,0.544594097226835,0.574800202255555
426.499191526258,Weekday,False,5,1,0,10,100,2,0.573078229742265,0.600929435007785
107.796498957186,Weekday,False,2,0,0,10,98,1,2.08277608913208,0.386033645581418
99.5945914278349,Weekday,False,4,0,1,10,100,1,4.38631496679263,0.529032739850781
111.311602184051,Weekday,False,4,0,1,10,100,1,4.45903880095462,0.464750341555687
113.42066412017,Weekday,False,4,0,1,10,97,1,4.32339483545867,0.532773858878396
156.30492348792,Weekday,False,5,0,1,10,96,2,1.75704459769279,0.469619516040968
180.910646075973,Weekday,False,5,0,0,10,100,2,5.28656810904064,0.14788312969973
121.856911864645,Weekday,False,5,1,0,10,100,2,1.16166117686187,0.620516926893812
148.337356173693,Weekday,False,4,1,0,9,92,0,1.45465522732095,1.03177944804705
115.998406486537,Weekday,False,3,1,0,9,95,1,1.19198344356278,0.0879126333496837
99.5945914278349,Weekday,False,4,1,0,10,100,1,1.85293109780041,0.403138615070738
131.230520469618,Weekday,False,4,0,1,10,96,1,2.41125037095852,0.439691079975925
76.6292503456518,Weekday,True,2,0,1,9,94,1,2.09434986996366,0.25030298155955
127.715417242753,Weekday,False,2,1,0,10,100,1,1.93495381554149,0.563154255724241
136.854685632601,Weekday,False,6,0,1,10,95,2,2.93346088109034,0.423548903897809
97.2511892765918,Weekday,False,2,0,0,10,96,0,2.5307189810944,0.0934070582423623
87.8775806716191,Weekday,False,2,0,1,10,99,0,4.5323682402329,0.39016952816652
90.4553230379866,Weekday,False,2,0,1,10,100,0,4.46890120024519,0.462316265137333
95.1421273404729,Weekday,False,2,0,1,10,94,0,4.38969416003833,0.495220340815946
89.283621962365,Weekday,False,2,0,1,10,98,1,0.838033584846897,0.61422917071526
127.481077027629,Weekday,False,4,0,1,9,89,1,2.45026073516406,0.678749527729583
133.339582405737,Weekday,False,2,0,1,10,90,1,1.35734512858472,0.372165360420077
98.6572305673377,Weekday,False,2,0,0,10,97,1,1.84606630207536,0.260765513574714
133.339582405737,Weekday,False,2,0,1,10,100,1,1.35733921885044,0.372151639613244
92.7987251892297,Weekday,False,3,0,0,5,80,2,1.1615149167995,1.06409144766467
208.562791460643,Weekday,False,2,0,1,10,100,0,0.569837515824754,0.283747435206063
75.2232090549059,Weekday,False,2,0,1,8,77,1,1.40872559810545,0.4953112172755
51.0861668971012,Weekday,False,3,0,0,10,94,1,4.77890103660762,0.327938963848542
133.339582405737,Weekday,False,5,0,1,10,95,3,1.35735202532919,0.372160810327739
73.1141471187871,Weekday,False,3,1,0,10,100,1,3.55376757702833,0.796326931868932
133.339582405737,Weekday,False,3,0,1,10,100,1,1.35733940510898,0.372168050868748
76.6292503456518,Weekday,False,4,0,0,10,99,2,1.84706574645175,0.396393974735586
313.078527406088,Weekday,False,4,0,1,10,100,1,0.681171191643248,0.459301814499384
156.30492348792,Weekday,False,2,0,1,10,97,1,0.681937360053633,0.528524735912354
138.96374756872,Weekday,False,6,0,1,10,97,2,2.11090422098868,0.189899128708253
168.021934244136,Weekday,False,3,0,0,10,100,1,0.586993195684467,0.616372340247718
126.543716167131,Weekday,False,2,0,0,10,98,0,0.567128190951337,0.537470442681168
185.363110163335,Weekday,False,6,0,1,10,94,1,1.84875346620211,0.177148849075896
138.96374756872,Weekday,False,5,0,0,10,100,3,2.46734208996475,1.14177280926231
154.195861551801,Weekday,False,3,1,0,10,100,1,1.41120931788201,0.163636787128923
229.419070606707,Weekday,False,4,0,1,10,100,0,0.687382855856266,0.213557409114983
134.511283481358,Weekday,False,4,0,1,10,95,1,0.83776575783492,0.459907536181372
185.363110163335,Weekday,False,6,0,0,10,95,2,0.687508990262538,0.353259187533075
112.483303259672,Weekday,False,4,0,0,10,100,0,1.97453099321259,0.354672537875551
157.710964778666,Weekday,False,4,0,1,10,97,2,1.66731504444273,0.218003513248565
92.5643849741054,Weekday,False,2,0,0,10,98,1,2.88635149762145,0.448898378339325
69.5990438919223,Weekday,False,5,0,0,9,97,1,1.70837850444503,1.3479602823593
51.3205071122255,Weekday,False,2,1,0,8,88,1,3.51073967592484,1.72205663298109
187.706512314578,Weekday,False,4,0,1,10,93,1,1.88908068470836,0.483272244410893
649.122395894359,Weekday,False,5,1,0,10,100,3,0.728319124310821,0.696239258817687
108.968200032808,Weekday,False,4,1,0,10,99,1,1.84253684439199,0.405655140234401
63.7405385138144,Weekday,False,3,1,0,10,100,1,2.74673117127674,1.10072224357762
103.1096946547,Weekday,False,4,1,0,9,94,2,4.46820383082092,0.401826819182855
138.943840621873,Weekday,False,2,1,0,7,82,1,2.12168169306694,0.109405304715477
179.440035375986,Weekday,False,2,1,0,8,79,1,1.26476202220774,0.262017986178815
208.532129308539,Weekday,False,2,1,0,10,97,1,1.05948059146451,0.243316894834117
223.194544650546,Weekday,False,2,0,0,10,91,1,0.923281575329876,0.261676799195594
810.156631833733,Weekday,False,4,1,0,10,100,2,1.21281688359331,0.406799720780199
567.179463309051,Weekday,False,4,1,0,10,97,1,0.821357206710947,0.307831589670123
111.015430446622,Weekday,False,2,0,1,10,100,1,1.73870711274829,0.22813859164369
181.76740289059,Weekday,False,2,1,0,9,89,1,1.30513347233794,0.478680312906402
180.370982381828,Weekday,False,2,0,0,10,95,1,0.721588182888109,0.446503079270713
138.943840621873,Weekday,False,2,0,1,8,91,1,1.97465829760012,0.371079609880777
104.033327902809,Weekday,False,2,1,0,9,95,1,2.64577717886729,0.452071156482121
231.573067703121,Weekday,False,2,1,0,9,93,1,1.09538510860774,0.157446074658489
137.54742011311,Weekday,False,2,1,0,10,98,1,1.03116685955241,0.269585160374835
238.322433495473,Weekday,False,2,1,0,9,92,1,1.1557819441938,0.130882616968325
297.437568366421,Weekday,False,3,0,0,10,93,1,1.7105393644767,0.45935615571667
173.621616589476,Weekday,False,2,0,1,10,92,1,1.40037418908198,0.325396047588493
173.621616589476,Weekday,False,2,0,1,8,80,1,1.27536279091418,0.256265571746625
229.245700188517,Weekday,False,2,0,1,10,91,1,1.14469114960804,0.319502756369468
156.166360229944,Weekday,False,2,1,0,9,91,1,1.79541357654398,0.429989111451597
229.245700188517,Weekday,False,2,0,1,9,92,1,1.32408539077845,0.52163150267079
242.977168524682,Weekday,False,2,0,0,10,98,1,0.980984389486391,0.326856184727975
185.258454162497,Weekday,False,2,0,1,9,85,1,0.920521095475402,0.324929737190101
204.575604533712,Weekday,False,2,0,0,10,97,1,1.67444488640004,0.693834803598466
455.931296110969,Weekday,False,2,0,1,8,100,1,0.728084593208151,0.401176169658769
115.67016547583,Weekday,False,2,1,0,8,87,1,1.66084227783776,0.336385509000772
138.943840621873,Weekday,False,2,1,0,10,90,1,1.70493848785321,0.716437043985746
174.785300346778,Weekday,False,2,1,0,10,88,1,1.80557011440197,0.443897299576134
306.514301673377,Weekday,False,3,0,1,9,100,2,1.82429240888086,0.467210386154256
686.340680056788,Weekday,False,4,0,1,10,100,2,2.30718906607969,0.344802637004575
179.440035375986,Weekday,False,2,1,0,8,79,1,1.89740169363549,0.377270615633746
254.614006097703,Weekday,False,2,0,0,10,100,1,1.13127259197792,0.15262095219538
161.984779016454,Weekday,False,2,1,0,10,96,1,0.578214262609407,0.28000292086009
173.621616589476,Weekday,False,2,0,1,9,85,1,1.19290534704781,0.136924410434412
173.621616589476,Weekday,False,2,0,1,8,85,1,1.11140692985,0.0518645631131295
223.194544650546,Weekday,False,2,1,0,9,96,1,0.655290339784479,0.225095514150964
185.258454162497,Weekday,False,2,0,1,9,86,1,1.27904868877304,0.215037428867398
173.621616589476,Weekday,False,2,0,1,10,85,1,1.12362890338516,0.302030434851778
150.580678194894,Weekday,False,2,1,0,10,96,1,0.672797501535195,0.186195288039769
223.194544650546,Weekday,False,2,1,0,9,93,1,0.568565960415283,0.0979744830461212
300.928619638327,Weekday,False,3,0,0,9,80,2,1.25131743094369,0.250815979123835
229.245700188517,Weekday,False,2,0,1,10,93,1,1.27030511741491,0.44533207031726
150.580678194894,Weekday,False,2,1,0,10,97,0,1.61053676975445,0.137369472083342
196.895291735518,Weekday,False,2,0,0,7,76,1,1.16142553852741,0.119872129939522
358.647334000512,Weekday,False,3,0,1,10,100,1,1.10642044864995,0.147154281515097
358.647334000512,Weekday,False,2,0,1,9,93,1,1.18479170407281,0.118154242468909
312.565457211348,Weekday,False,2,0,1,10,100,1,0.693163042254323,0.382456150163053
400.539949263388,Weekday,False,3,0,0,10,100,1,0.710732789414346,0.199029277185429
624.898177671236,Weekday,False,6,1,0,10,100,2,1.8386574099256,0.401933011335809
306.514301673377,Weekday,False,3,1,0,7,77,1,1.8756922547947,0.472205573634334
318.151139246398,Weekday,False,4,0,1,10,80,1,0.281002850435483,0.268935788944225
208.532129308539,Weekday,False,2,0,1,9,88,1,0.647629782071338,0.219982935652174
196.895291735518,Weekday,False,2,0,1,9,87,1,1.23192769271996,0.170666403875753
219.703493378639,Weekday,False,2,0,1,9,87,1,1.39226209217208,0.31358744833999
219.703493378639,Weekday,False,3,0,1,10,100,1,1.64571591900558,0.49107434847016
196.895291735518,Weekday,False,2,0,1,10,95,1,1.6323301653306,0.399893104964329
122.186794516722,Weekday,False,2,1,0,10,94,1,3.28030401184891,0.154446824441886
196.895291735518,Weekday,False,2,0,1,9,83,1,1.51622470739535,0.416266254260817
219.703493378639,Weekday,False,2,0,1,10,93,1,1.61204381501732,0.390546400555377
150.580678194894,Weekday,False,3,0,1,10,92,1,1.48192426262192,0.456696162538289
196.895291735518,Weekday,False,2,0,1,10,80,1,1.40233427484724,0.403688488266979
242.977168524682,Weekday,False,4,0,1,10,86,1,1.48787072519189,0.139929560584623
128.005213303233,Weekday,False,2,1,0,10,100,1,3.36734881449951,0.0768215724702635
196.895291735518,Weekday,False,2,0,1,10,93,1,1.62173795572625,0.125329720523879
122.186794516722,Weekday,False,2,1,0,10,100,1,3.25562047477697,0.167691176697904
156.166360229944,Weekday,False,2,1,0,10,97,1,1.36924664887666,0.41720167894998
134.289105592664,Weekday,False,2,1,0,9,90,1,1.71282593436211,0.463179809646546
254.614006097703,Weekday,False,2,0,0,10,100,1,1.02205968961284,0.248335670595821
271.836525705774,Weekday,False,2,0,0,10,97,1,0.715083190079064,0.413726341928235
173.621616589476,Weekday,False,2,0,1,8,67,1,1.42669306155486,0.478587161338739
196.895291735518,Weekday,False,2,0,1,10,95,1,1.39510992083133,0.300988856822572
150.580678194894,Weekday,False,2,0,0,8,82,1,1.09216307568217,0.304777057070107
138.943840621873,Weekday,False,2,1,0,9,84,1,0.812982893526714,0.556500523037519
190.844136197547,Weekday,False,2,0,1,10,93,1,1.15880261926119,0.109392165341372
189.913189191705,Weekday,False,2,0,0,10,93,1,1.21794667693853,0.322103231335482
157.562780738706,Weekday,False,2,1,0,9,90,1,1.09193007464174,0.284135958212561
208.299392557079,Weekday,False,3,0,1,9,90,1,1.65361959210378,0.145246607981258
161.752042264994,Weekday,False,2,0,0,10,100,1,1.49200966562201,0.633765565109236
335.60639560593,Weekday,False,2,0,1,10,100,1,1.12359861947117,0.483141605637243
293.713780343054,Weekday,False,2,1,0,10,97,1,1.54927924223892,0.587460972389675
223.194544650546,Weekday,False,2,1,0,9,98,1,0.745846330230401,0.478849851625868
223.194544650546,Weekday,False,2,1,0,10,96,1,0.716607253772203,0.471826611888117
303.023250401471,Weekday,False,2,1,0,10,100,1,1.14146381842481,0.14155760374773
273.000209463076,Weekday,False,2,1,0,10,100,1,0.687624573193246,0.146085158167417
481.532338771615,Weekday,False,5,0,0,10,100,3,1.44451817099352,0.5445503679011
150.580678194894,Weekday,False,2,0,1,8,74,1,0.433313644137324,0.137691224088425
283.473363278795,Weekday,False,3,0,1,10,87,0,0.954404934850036,0.269100410055884
266.250843670724,Weekday,False,5,0,1,8,88,1,1.35276743680947,0.241821915174787
225.75464891661,Weekday,False,2,0,1,10,100,1,1.12579201771917,0.146335521742338
129.634370563456,Weekday,False,2,0,0,9,91,1,1.00692419525709,0.708673649282342
269.74189494263,Weekday,False,2,0,0,10,99,1,1.20612191606741,0.434358179540544
208.299392557079,Weekday,False,2,0,0,9,92,1,1.62230138010092,0.797147104643713
232.504014708963,Weekday,False,2,1,0,10,98,1,0.501491875411086,0.20129461853448
223.194544650546,Weekday,False,2,1,0,9,91,1,0.477729537400551,0.228224227652636
223.194544650546,Weekday,False,2,1,0,9,92,1,0.480786311575624,0.232307418379682
138.943840621873,Weekday,False,2,0,0,9,100,1,1.08920903160189,0.223714067215802
414.271417599553,Weekday,False,4,1,0,6,60,2,1.29299272939621,0.427988546387612
161.984779016454,Weekday,False,2,0,1,10,91,1,1.4246037502683,0.246853481434789
150.580678194894,Weekday,False,2,0,1,9,80,1,1.33962178111658,0.318370207000742
252.286638583099,Weekday,False,2,1,0,10,98,1,0.269170530546916,0.217387944576586
242.977168524682,Weekday,False,2,1,0,10,97,1,1.84934622107894,0.539252247993671
214.117811343589,Weekday,False,2,0,1,9,94,1,0.702139901520012,0.410805635860743
335.60639560593,Weekday,False,3,1,0,10,92,1,1.19423712038589,0.201897534427514
277.654944492285,Weekday,False,2,1,0,10,97,1,1.230130808794,0.163898195752056
171.294249074871,Weekday,False,2,0,1,10,100,1,1.42382411136282,0.20809214280923
347.243233178951,Weekday,False,2,0,0,10,88,1,1.18106233226503,0.376899625293713
136.383736355808,Weekday,False,2,0,0,10,93,1,1.69107378551204,0.49535619553715
137.54742011311,Weekday,False,2,1,0,10,100,1,0.893639430952239,0.25676204858303
178.276351618684,Weekday,False,2,1,0,10,100,1,1.37581725296567,0.731753402626835
132.892685083902,Weekday,False,2,1,0,7,93,1,1.43648106770614,0.674860865372184
146.391416668606,Weekday,False,2,0,0,9,100,1,1.35512764434701,0.297567854844091
428.235622687179,Weekday,False,3,1,0,7,80,1,1.15450379391795,0.263067613467207
335.60639560593,Weekday,False,4,0,1,9,90,1,1.13522833099822,0.32069767362221
219.703493378639,Weekday,False,4,0,1,9,85,1,1.47918813321164,0.17315080149468
196.895291735518,Weekday,False,2,0,1,10,92,1,1.47843345085043,0.187366112352298
196.895291735518,Weekday,False,2,0,1,9,100,1,1.70320167142664,0.416840902486567
161.984779016454,Weekday,False,2,0,1,9,84,2,1.35740668148412,0.265129416794746
136.383736355808,Weekday,False,2,0,0,2,60,1,0.374946041070655,0.354653515598668
145.925943165685,Weekday,False,2,1,0,10,83,1,1.46950158160251,0.0896668823305509
353.061651965462,Weekday,False,4,1,0,10,100,1,2.06853435228218,0.142588786371038
145.925943165685,Weekday,False,2,1,0,10,87,1,1.94286430599601,0.347915743621636
318.151139246398,Weekday,False,6,1,0,10,100,1,0.756564485201428,0.153891448131625
462.913398654782,Weekday,False,5,0,0,10,93,2,1.7848648017974,0.337453207285942
208.532129308539,Weekday,False,2,0,0,10,95,1,1.79281009721769,0.503080737225983
214.117811343589,Weekday,False,2,0,1,8,67,1,0.718123979479612,0.258530282765578
152.675308958038,Weekday,False,2,0,1,10,93,1,1.69905327997065,0.17378842134328
107.524379174715,Weekday,False,2,1,0,6,70,1,2.18089581779704,0.527531293711245
134.289105592664,Weekday,False,2,0,0,8,80,1,1.06050785313278,0.254096972843512
115.67016547583,Weekday,False,2,0,0,10,100,1,1.76563786069995,0.451560542721729
196.895291735518,Weekday,False,2,0,0,7,67,1,2.66716056025021,0.381919209095371
